,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon
2072,2072,Kings Drive,1200000,House,2491,3,3,3,Surbiton,Surrey,KT5 8NQ,51.39047799999999,-0.2865886
2073,2073,Winterdown Road,899950,House,1504,3,3,3,Esher,Surrey,KT10 8LJ,51.3631109,-0.3812672
2074,2074,Marine Wharf East,485000,New development,545,1,1,1,,Surrey Quays,SE16 7UD,51.4966022,-0.0498457
2075,2075,Lucienne Court,630000,Penthouse,1043,2,2,2,72 Lindfield Street,London,E14 6GT,51.51348669999999,-0.020869
2076,2076,47 Pilot Walk,720000,Flat / Apartment,987,2,2,2,Greenwich,London,SE10 0NW,51.496789,0.0107076
2077,2077,Park Road,2350000,House,2666,4,4,4,Grove Park,London,W4 3HP,51.4829535,-0.2679308
2078,2078,Edgarley Terrace,800000,Flat / Apartment,703,2,2,2,,London,SW6 6QE,51.4753945,-0.2136116
2079,2079,Octavia Street,1800000,House,1909,4,4,4,Battersea,London,SW11 3DN,51.47412860000001,-0.1688486
2080,2080,Barrow Road,1650000,House,2942,5,5,5,,London,SW16 5PE,51.4207464,-0.1345353
2081,2081,Marner Point,367500,Flat / Apartment,472,1,1,1, Bow,London,E3 3QE,51.5243866,-0.0118619
2082,2082,Shandon Road,945000,Flat / Apartment,1081,2,2,2,,London,SW4 9HP,51.4541471,-0.1408605
2083,2083,Princes Drive,2500000,House,5101,6,6,6, Leatherhead,Surrey,KT22 0UL,51.33705080000001,-0.3471403
2084,2084,Watford Heath,995000,House,1845,4,4,4,Oxhey Village,Watford,WD19 4EU,51.63825749999999,-0.3848565
2085,2085,Catalina House,685000,Flat / Apartment,560,1,1,1,4 Canter Way,London,E1 8QE,51.51383149999999,-0.0690644
2086,2086,Rosemont Road,1100000,House,1582,4,4,4,Hampstead,London,NW3 6NE,51.5489839,-0.1833394
2087,2087,17 Lillie Square,865000,New development,606,1,1,1, Earls Court,London,SW6 1UE,51.4862657,-0.1982647
2088,2088,Haverstock Place,725000,Flat / Apartment,696,2,2,2,Haverstock Street,London,N1 8BX,51.53044860000001,-0.0986817
2089,2089,Saville Road,1200000,House,1310,4,4,4,Chiswick,London,W4 5HG,51.4994774,-0.2627515
2090,2090,Castelnau,1700000,House,2126,4,4,4,Barnes,London,SW13 9ER,51.485224,-0.2338387
2091,2091,East Hill,425000,Flat / Apartment,574,1,1,1,,London,SW18 2HG,51.45818449999999,-0.1844571
2092,2092,Herne Road,995000,House,1839,5,5,5,Surbiton,Surrey,KT6 5BX,51.37871879999999,-0.304745
2093,2093,Ludo Building,525000,Flat / Apartment,596,2,2,2,375 Earlsfield Road,London,SW18 3DG,51.4434104,-0.1874318
2094,2094,Paultons Square,6350000,House,2948,4,4,4,,London,SW3 5AP,51.4842358,-0.1740036
2095,2095,Broom Road,2275000,House,2803,5,5,5,Teddington,Middlesex,TW11 9PG,51.4250671,-0.3147259
2096,2096,Burnelli Building,825000,Flat / Apartment,722,2,2,2, 352 Queenstown Road,London,SW11 8NG,51.48106989999999,-0.148163
2097,2097,Peninsula Heights,1750000,Flat / Apartment,1481,2,2,2,93 Albert Embankment,London,SE1 7TY,51.48944350000001,-0.1233645
2098,2098,Atheldene Road,1100000,House,1632,3,3,3, Wandsworth,London,SW18 3BN,51.44594490000001,-0.1879215
2099,2099,Old Ford Road,530000,Flat / Apartment,626,2,2,2,,London,E3 5NQ,51.5352559,-0.0351945
2100,2100,St. Ann's Terrace,1795000,Flat / Apartment,1149,2,2,2,St. John's Wood,London,NW8 6PH,51.5342212,-0.1719598
2101,2101,Mallinson Road,725000,Flat / Apartment,805,2,2,2,,London,SW11 1BL,51.4590313,-0.1649035
2102,2102,Richmond Road,775000,Flat / Apartment,996,2,2,2,Hackney,London,E8 3QW,51.5432548,-0.0581559
2103,2103,Manor Road,850000,House,1242,3,3,3,,London,W13 0JA,51.5136608,-0.3234918
2104,2104,The Gallops,825000,House,1272,3,3,3,Esher,Surrey,KT10 8BN,51.3756573,-0.3697322
2105,2105,Henry Tate Mews,845000,House,1510,4,4,4,,London,SW16 3HA,51.42482219999999,-0.1166767
2106,2106,Paget Street,850000,Flat / Apartment,826,2,2,2,Clerkenwell,London,EC1V 7PA,51.52970639999999,-0.103384
2107,2107,Ennismore Avenue,875000,Flat / Apartment,977,2,2,2,Chiswick,London,W4 1SE,51.494043,-0.2510588
2108,2108,Malthouse Passage,1000000,House,1354,3,3,3,Barnes,London,SW13 0AQ,51.47221889999999,-0.2523397
2109,2109,Buckingham Court,1050000,Flat / Apartment,751,2,2,2,78 Buckingham Gate,London,SW1E 6PE,51.4992896,-0.137973
2110,2110,Lavender Hill,575000,Flat / Apartment,765,2,2,2,,London,SW11 5RW,51.4664128,-0.151074
2111,2111,Benbow Road,995000,Flat / Apartment,1013,2,2,2,,London,W6 0AU,51.4997827,-0.2308265
2112,2112,Brendon Close,1650000,House,3285,4,4,4,Esher,Surrey,KT10 9EH,51.3631258,-0.3577944
2113,2113,Wood Crescent,1545000,New development,1440,2,2,2,,London,W12 7GJ,51.510468,-0.2267951
2114,2114,The Highway,869995,Flat / Apartment,1333,2,2,2,,London,E1W 3HU,51.50995640000001,-0.0452333
2115,2115,Dungarvan Avenue,1295000,House,1647,4,4,4,Putney,London,SW15 5QU,51.4642448,-0.2428689
2116,2116,Ensleigh Lodge,4250000,House,3893,5,5,5,25 Ham Common,Surrey,TW10 7JB,51.4345115,-0.3099036
2117,2117,Bessborough Place,1800000,House,1467,3,3,3,,London,SW1V 3SE,51.4880603,-0.1319199
2118,2118,Cabul Road,799950,Flat / Apartment,1194,3,3,3,,London,SW11 2PN,51.4699733,-0.1699507
2119,2119,Blackhills,1999500,House,3769,5,5,5,Esher,Surrey,KT10 9JW,51.3522802,-0.3777425
2120,2120,Borneo Street,775000,Flat / Apartment,863,2,2,2,Putney,London,SW15 1QQ,51.4659755,-0.2234383
2121,2121,Boleyn Road,885000,Penthouse,1084,3,3,3,,London,N16 8EP,51.5472742,-0.0761292
2122,2122,Farnsworth Court,495000,Flat / Apartment,821,2,2,2, Greenwich,London,SE10 0RU,51.4928299,0.0145091
2123,2123,Seymour Road,1550000,New development,2690,5,5,5,East Molesey,Surrey,KT8 0PF,51.4003399,-0.3592528
2124,2124,Chelsea Court,600000,Flat / Apartment,455,1,1,1,95 Elm Park Gardens,London,SW10 9QW,51.4877972,-0.1763388
2125,2125,Park Road,1925000,House,4124,6,6,6,Banstead,Surrey,SM7 3EF,51.3159248,-0.1854425
2126,2126,Clapham Common North Side,3425000,House,3622,6,6,6,,London,SW4 9SB,51.4615372,-0.1526817
2127,2127,Stillingfleet Road,1500000,House,2278,5,5,5,Barnes,London,SW13 9AF,51.4840974,-0.2378575
2128,2128,Eustace Building,800000,Flat / Apartment,708,2,2,2, 372 Queenstown Road,London,SW11 8NT,51.4819866,-0.1489712
2129,2129,Highbury Place,1050000,Flat / Apartment,1020,2,2,2,,London,N5 1QP,51.5488209,-0.1014782
2130,2130,Islington Green,675000,Flat / Apartment,628,2,2,2,Islington,London,N1 2XA,51.536616,-0.1030245
2131,2131,Highgate High Street,875000,Flat / Apartment,1077,2,2,2,Highgate,London,N6 5JG,51.5706381,-0.1465447
2132,2132,Norman Avenue,1900000,House,2061,5,5,5,,Twickenham,TW1 2LY,51.4526035,-0.3173528
2133,2133,Frithwood Avenue,450000,Flat / Apartment,708,2,2,2,Northwood,Middlesex,HA6 3LX,51.6153089,-0.4185468
2134,2134,Elsham Road,750000,Flat / Apartment,778,2,2,2,,London,W14 8HB,51.5018921,-0.213368
2135,2135,Atkins Square,685000,New development,1000,3,3,3,Dalston Lane,London,E8 1FA,51.5498828,-0.0581768
2136,2136,Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET,51.5164116,-0.1516156
2137,2137,Beech Close,1335000,House,1771,3,3,3,Putney,London,SW15 4HW,51.4516752,-0.2424158
2138,2138,Admiralty House,2250000,New development,1265,3,3,3,150 Vaughan Way,London,E1W 2AH,51.5081358,-0.06668249999999999
2139,2139,Westfield,1625000,Flat / Apartment,1612,3,3,3, Hampstead,London,NW3 7SG,51.5571346,-0.1934592
2140,2140,Crane Grove,850000,Flat / Apartment,723,2,2,2,,London,N7 8LE,51.54661,-0.1065606
2141,2141,Crane Grove,550000,Flat / Apartment,536,1,1,1,,London,N7 8LE,51.54661,-0.1065606
2142,2142,Crane Grove,1400000,House,1259,3,3,3,,London,N7 8LE,51.54661,-0.1065606
2143,2143,Balham Grove,1200000,House,1335,4,4,4,Nightingale Triangle,London,SW12 8AZ,51.4468006,-0.1522688
2144,2144,Lambourne Avenue,5995000,New development,6313,6,6,6,Wimbledon,London,SW19 7DW,51.431979,-0.2048747
2145,2145,Poppyfield House,495000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD,51.473819,-0.020874
2146,2146,Thornhill Road,2750000,House,2479,4,4,4, Islington,London,N1 1JT,51.5433987,-0.1109628
2147,2147,Mare Street,1675000,House,2110,4,4,4,Hackney,London,E8 1HE,51.545146,-0.05506109999999999
2148,2148,Asquith House,1595000,Flat / Apartment,1316,3,3,3, Westminster,London,SW1P 2AR,51.495555,-0.1304609
2149,2149,Boydell Court,1395000,Flat / Apartment,1171,3,3,3,St. Johns Wood Park,London,NW8 6NJ,51.5410827,-0.1748574
2150,2150,The Galleries,3295000,Flat / Apartment,2435,4,4,4,9 Abbey Road,London,NW8 9AQ,51.5329879,-0.1788148
2151,2151,Fleur De Lis Street,800000,Flat / Apartment,857,1,1,1,Spitalfields,London,E1 6BP,51.521477,-0.0762799
2152,2152,Chester Row,3300000,House,1669,3,3,3,Belgravia,London,SW1W 8JP,51.49254180000001,-0.1542672
2153,2153,Queens Road,625000,Flat / Apartment,729,2,2,2,Richmond,Surrey,TW10 6JW,51.4535445,-0.2947208
2154,2154,Oak Lodge Avenue,1000000,House,2232,5,5,5,Chigwell,Essex,IG7 5JA,51.6108298,0.090762
2155,2155,Eden Close,2250000,House,1735,3,3,3,,London,W8 6UW,51.4998896,-0.1947593
2156,2156,Gillespie Road,550000,Flat / Apartment,585,1,1,1,Highbury,London,N5 1LN,51.5601042,-0.1007777
2157,2157,Wood Lane,3250000,House,2813,5,5,5,Highgate,London,N6 5UB,51.5787173,-0.1456532
2158,2158,Perrymead Street,2990000,House,3175,6,6,6, Fulham,London,SW6 3SN,51.47329569999999,-0.1934189
2159,2159,Spice Court,475000,Flat / Apartment,566,1,1,1,Asher Way,London,E1W 2JD,51.5073744,-0.0646829
2160,2160,Victoria Wharf,750000,Flat / Apartment,885,2,2,2, Limehouse,London,E14 8DD,51.5094013,-0.0367688
2161,2161,Askew Mansions,675000,Flat / Apartment,858,3,3,3,,London,W12 9DA,51.5014395,-0.2411363
2162,2162,Castelnau Gardens,950000,Flat / Apartment,1016,2,2,2,Barnes,London,SW13 8DU,51.4855774,-0.2310308
2163,2163,Garratt Lane,450000,Flat / Apartment,495,1,1,1,Wandsworth,London,SW18 4SW,51.4425317,-0.1881861
2164,2164,Castle Road,1500000,House,5587,7,7,7, Coulsdon,Surrey,CR5 3NS,51.2991373,-0.1757188
2165,2165,King Henrys Road,2250000,Flat / Apartment,1547,3,3,3,Primrose Hill,London,NW3 3RP,51.5427209,-0.1588416
2166,2166,Cole Park Road,2295000,House,3823,6,6,6,,Twickenham,TW1 1HT,51.454475,-0.3287413
2167,2167,Montpelier Mews,2675000,House,1087,3,3,3,,London,SW7 1HB,51.4996046,-0.1653785
2168,2168,Sheen Common Drive,3650000,House,4135,5,5,5,Richmond,Surrey,TW10 5BN,51.4610606,-0.281672
2169,2169,Hillview,1250000,Flat / Apartment,943,2,2,2,2-4 Primrose Hill Road,London,NW3 3AX,51.5404432,-0.1592508
2170,2170,Sandown House,650000,Flat / Apartment,1031,2,2,2, Esher,Surrey,KT10 9SL,51.3708959,-0.3623296
2171,2171,Drake House,850000,Flat / Apartment,861,2,2,2, Vauxhall,London,SW8 2LR,51.486017,-0.1255937
2172,2172,West India Quay,1000000,Flat / Apartment,1514,2,2,2, Canary Wharf,London,E14 4EF,51.5073941,-0.0211476
2173,2173,Bartholomew Villas,825000,Flat / Apartment,687,2,2,2,Kentish Town,London,NW5 2LL,51.5464783,-0.1404884
2174,2174,Distillery Wharf,1050000,Flat / Apartment,1091,2,2,2, Regatta Lane,London,W6 9BF,51.4875576,-0.2263881
2175,2175,Great North Road,2375000,House,3116,6,6,6,Highgate,London,N6 4LU,51.5836013,-0.1594414
2176,2176,Parkfields,2950000,House,3235,6,6,6,Putney,London,SW15 6NH,51.4621787,-0.2268824
2177,2177,Montevetro,1595000,Flat / Apartment,1219,2,2,2, Battersea,London,SW11 3YL,51.4772009,-0.17499
2178,2178,St. John's Wood Terrace,3750000,House,2243,5,5,5,St John's Wood,London,NW8 6JL,51.5346227,-0.1694493
2179,2179,Birchside Apartments,550000,Flat / Apartment,599,1,1,1, Queens Park,London,NW6 5FS,51.53382149999999,-0.2031346
2180,2180,Alaska Apartments,590000,Flat / Apartment,1048,2,2,2, Royal Docks,London,E16 1BW,51.5083413,0.0177161
2181,2181,Newton Street,1298000,New development,591,1,1,1,Covent Garden,London,WC2B 5EL,51.5171559,-0.1214757
2182,2182,Eaton Terrace,7100000,House,2908,5,5,5,Belgravia,London,SW1W 8TW,51.4925741,-0.1523212
2183,2183,Hardwicks Square,450000,Flat / Apartment,572,1,1,1,Wandsworth,London,SW18 4AG,51.4567717,-0.1960575
2184,2184,Union Wharf,1795000,House,1842,3,3,3, Islington,London,N1 7BL,51.5348932,-0.0921808
2185,2185,Kingsland Road,375000,Flat / Apartment,450,1,1,1,,London,E2 8AS,51.5358427,-0.0771015
2186,2186,Globe House,660000,Flat / Apartment,929,2,2,2, Canary Wharf,London,E14 0LU,51.5115123,0.0063989
2187,2187,Wadham Gardens,7950000,Flat / Apartment,4168,4,4,4,Primrose Hill,London,NW3 3DN,51.5411095,-0.1679198
2188,2188,Dunraven Road,775000,Flat / Apartment,858,2,2,2,,London,W12 7QY,51.5096751,-0.2362363
2189,2189,Chronicle Tower,995000,Flat / Apartment,875,2,2,2, Shoreditch,London,EC1V 1AL,51.529861,-0.0968319
2190,2190,Lillian Road,1350000,House,1520,3,3,3,Barnes,London,SW13 9JF,51.4872054,-0.2364269
2191,2191,Polworth Road,535000,Flat / Apartment,887,3,3,3,,London,SW16 2EU,51.4246953,-0.1250248
2192,2192,Marylands Road,385000,Flat / Apartment,344,1,1,1,,London,W9 2DU,51.52384259999999,-0.1939558
2193,2193,Earl's Court Square,1195000,Flat / Apartment,723,2,2,2,,London,SW5 9DQ,51.4893118,-0.1922676
2194,2194,"Castle Court, Putney Wharf",1195000,Penthouse,1260,3,3,3, Putney,London,SW15 2JJ,51.4645893,-0.2132848
2195,2195,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG,51.5201398,-0.1462466
2196,2196,Montpelier Mews,3700000,House,2381,4,4,4,,London,SW7 1HB,51.4996046,-0.1653785
2197,2197,Bartholomew Road,550000,Flat / Apartment,474,1,1,1,Kentish Town,London,NW5 2AS,51.5471545,-0.1354993
2198,2198,Downshire Hill,4250000,House,2402,3,3,3,Hampstead,London,NW3 1NT,51.5564936,-0.1695087
2199,2199,Meadvale Road,1300000,House,1668,4,4,4,,London,W5 1LT,51.5278351,-0.3173629000000001
2200,2200,Earl's Court Square,625000,Flat / Apartment,491,1,1,1,,London,SW5 9DN,51.4900751,-0.1921942
2201,2201,Stylus House,445000,Flat / Apartment,667,2,2,2,Devonport Street,London,E1 0EG,51.5123651,-0.0489349
2202,2202,Balham Hill,670000,Flat / Apartment,743,2,2,2,,London,SW12 9EA,51.4518174,-0.148209
2203,2203,Fernside Road,1385000,House,1837,4,4,4,,London,SW12 8LL,51.446614,-0.157558
2204,2204,Englewood Road,1650000,House,2305,5,5,5,,London,SW12 9PA,51.4531161,-0.1450332
2205,2205,Hightrees House,625000,Flat / Apartment,768,2,2,2,Nightingale Lane,London,SW12 8AH,51.45331210000001,-0.1517469
2206,2206,St John Street,995000,Flat / Apartment,800,2,2,2,Clerkenwell,London,EC1M 4DT,51.5214712,-0.1012902
2207,2207,Dale Street,465000,Flat / Apartment,594,1,1,1,Chiswick,London,W4 2BZ,51.48973849999999,-0.2554873
2208,2208,Handel Mansions,1300000,Flat / Apartment,1299,2,2,2, Barnes,London,SW13 8AH,51.48230179999999,-0.2279026
2209,2209,Ormiston Grove,2000000,House,3165,5,5,5,,London,W12 0JR,51.5074957,-0.2354271
2210,2210,The Heights,1075000,Flat / Apartment,1138,2,2,2, Hampstead,London,NW3 6XS,51.5573334,-0.1824586
2211,2211,Henderson Road,5000000,House,4980,6,6,6,,London,SW18 3RR,51.4497156,-0.1718687
2212,2212,Victoria Rise,1750000,New development,2431,4,4,4,Hilgrove Road,London,NW6 4TH,51.5421394,-0.1780455
2213,2213,Bridge Lane,1850000,House,1679,3,3,3,,London,SW11 3AD,51.4741419,-0.1673936
2214,2214,Dunbar Wharf,900000,Flat / Apartment,1054,2,2,2, Limehouse,London,E14 8BB,51.50845899999999,-0.0320538
2215,2215,Peninsula Heights,4795000,Flat / Apartment,3943,5,5,5, Vauxhall,London,SE1 7TY,51.48944350000001,-0.1233645
2216,2216,Pissarro House,600000,Flat / Apartment,568,1,1,1,Augustas Lane,London,N1 1QT,51.5434735,-0.1089118
2217,2217,Old York Road,665000,Flat / Apartment,956,2,2,2,,London,SW18 1SS,51.46019399999999,-0.1887968
2218,2218,Brodrick Road,1650000,House,2335,3,3,3,Wandsworth,London,SW17 7DX,51.4410482,-0.1685166
2219,2219,Southmont Road,999950,House,2249,5,5,5,Esher,Surrey,KT10 9BG,51.3767511,-0.3444901
2220,2220,Victoria Road,2250000,House,2030,6,6,6,,London,NW6 6TD,51.5376306,-0.1999563
2221,2221,Grosvenor Avenue,1245000,House,1773,4,4,4,,London,SW14 8BX,51.4661403,-0.2572077
2222,2222,Cadogan Terrace,435000,Flat / Apartment,510,1,1,1,Hackney,London,E9 5EL,51.5437374,-0.0309785
2223,2223,Pleydell Avenue,2000000,House,2315,5,5,5,,London,W6 0XX,51.4963248,-0.2460875
2224,2224,Churston Mansions,700000,Penthouse,623,2,2,2,176 Gray's Inn Road,London,WC1X 8ER,51.5228011,-0.11405
2225,2225,Harland House,730000,New development,801,2,2,2,30-34 Woodfield Place,London,W9 2BJ,51.5236563,-0.2011421
2226,2226,Marchbank House,525000,Flat / Apartment,1239,2,2,2, Northwood,Middlesex,HA6 2SG,51.6110578,-0.4382356
2227,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY,51.5205,-0.1514068
2228,2228,Manville Road,2895000,House,4503,7,7,7,,London,SW17 8JL,51.43592229999999,-0.150751
2229,2229,Chesterfield House,2850000,Flat / Apartment,1275,3,3,3, Mayfair,London,W1J 5JX,51.5069685,-0.1498509
2230,2230,Cambridge Road,599950,Flat / Apartment,710,2,2,2,,London,SW11 4RR,51.4734552,-0.1648868
2231,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT,51.5196915,-0.1503152
2232,2232,Hugero Point,600000,Flat / Apartment,869,2,2,2, Greenwich,London,SE10 0GS,51.4943258,0.0179895
2233,2233,Abbeville Road,2350000,House,3071,5,5,5,,London,SW4 9JL,51.4566727,-0.1373752
2234,2234,Cromford Road,899950,Flat / Apartment,1195,2,2,2,Putney,London,SW18 1PA,51.4588818,-0.2022939
2235,2235,Islington Green,670000,Flat / Apartment,662,1,1,1,,London,N1 2XA,51.536616,-0.1030245
2236,2236,Buckingham Court,1175000,Flat / Apartment,776,2,2,2, Notting Hill,London,W11 3BP,51.51115919999999,-0.1995594
2237,2237,Bramfield Road,1550000,House,1953,4,4,4,,London,SW11 6PZ,51.456025,-0.1635846
2238,2238,Honeywell Road,1995000,House,2116,5,5,5,,London,SW11 6EQ,51.4536325,-0.1652783
2239,2239,Cadogan Place,1950000,Flat / Apartment,809,2,2,2,,London,SW1X 9RU,51.4963628,-0.1570662
2240,2240,Dorset Court,725000,Duplex,940,3,3,3,Hertford Road,London,N1 4SD,51.5418233,-0.0776857
2241,2241,Priory Road,2250000,House,2293,4,4,4,South Hampstead,London,NW6 4NN,51.539647,-0.1907342
2242,2242,Adelphi Court,400000,Flat / Apartment,708,2,2,2,Chiswick,London,W4 4QF,51.4878542,-0.26122
2243,2243,Old Chesterton Building,875000,Flat / Apartment,1141,2,2,2,,110 Battersea Park Road,SW11 4LZ,51.4749154,-0.1542153
2244,2244,Albert Bridge Road,1500000,Flat / Apartment,1186,3,3,3,,London,SW11 4PY,51.4740775,-0.1627019
2245,2245,Brodrick Road,2150000,House,2598,5,5,5, Wandsworth,London,SW17 7DX,51.4410482,-0.1685166
2246,2246,Stillingfleet Road,895000,House,1133,3,3,3,Barnes,London,SW13 9AG,51.48403219999999,-0.2395019
2247,2247,Bute Gardens,2175000,House,2243,4,4,4,,London,W6 7DS,51.49453500000001,-0.2215793
2248,2248,Manchuria Road,1750000,House,2012,5,5,5,,London,SW11 6AF,51.4545575,-0.1554534
2249,2249,Pembridge Crescent,8500000,Flat / Apartment,3493,4,4,4,,London,W11 3DS,51.51175430000001,-0.1990747
2250,2250,Cato Street,2500000,House,1888,3,3,3,Marylebone,London,W1H 5JH,51.5175833,-0.1643819
2251,2251,St. Alphonsus Road,925000,House,760,2,2,2,,London,SW4 7BW,51.4586797,-0.1346448
2252,2252,Sugar House,550000,Flat / Apartment,481,1,1,1,99 Leman Street,London,E1 8GH,51.5122122,-0.069032
2253,2253,Boatman's Court,879950,New development,1048,2,2,2, Putney,London,SW15 1PP,51.4647006,-0.2164622
2254,2254,Airedale Avenue,2300000,House,2526,5,5,5,Chiswick,London,W4 2NN,51.4900746,-0.2478688
2255,2255,Millennium House,650000,Flat / Apartment,664,2,2,2, Putney,London,SW15 2DN,51.4598626,-0.2099713
2256,2256,Alacia Court,600000,New development,813,2,2,2,Palmerston Road,London,W3 8GJ,51.499815,-0.2709943
2257,2257,Quebec Wharf,775000,Flat / Apartment,941,1,1,1,315 Kingsland Road,London,E8 4DJ,51.5382227,-0.07746259999999999
2258,2258,Cumberland Terrace,7250000,Flat / Apartment,2248,4,4,4,Regent's Park,London,NW1 4HP,51.53220570000001,-0.1461023
2259,2259,Winsham Grove,950000,Flat / Apartment,1160,3,3,3,,London,SW11 6NE,51.45632029999999,-0.1577575
2260,2260,Alderbrook Road,1650000,House,2434,5,5,5,,London,SW12 8AF,51.4517105,-0.1511207
2261,2261,Ellington Street,1000000,Flat / Apartment,909,2,2,2,,London,N7 8PL,51.54601659999999,-0.1110274
2262,2262,Mayford Road,975000,Flat / Apartment,1281,2,2,2,,London,SW12 8RZ,51.446834,-0.1624134
2263,2263,Compass House,675000,Flat / Apartment,1097,2,2,2,Smugglers Way,London,SW18 1DB,51.4630109,-0.1895203
2264,2264,Palace Place,3495000,Flat / Apartment,2176,3,3,3,,London,SW1E 5BJ,51.4988195,-0.1423577
2265,2265,Heathview Court,350000,Flat / Apartment,507,1,1,1,70 Parkside,London,SW19 5NL,51.4413959,-0.2220896
2266,2266,Hills Lane,880000,House,1573,3,3,3,Northwood,Middlesex,HA6 2QL,51.6051559,-0.4258891
2267,2267,Leinster Square,1250000,Flat / Apartment,763,1,1,1,Bayswater,London,W2 4NQ,51.5139544,-0.1912773
2268,2268,Wallace Road,800000,Flat / Apartment,1022,2,2,2,Canonbury,London,N1 2PQ,51.5482818,-0.09154849999999999
2269,2269,Malvern Road,735000,Flat / Apartment,747,2,2,2,Hackney,London,E8 3LJ,51.5423492,-0.0675685
2270,2270,Redfield Lane,1995000,New development,1495,4,4,4,,London,SW5 0RQ,51.4942894,-0.1931511
2271,2271,Emmanuel Road,1350000,House,2355,5,5,5,,London,SW12 0HR,51.4427106,-0.1347774
2272,2272,Rossiter Road,995000,House,1255,4,4,4,,London,SW12 9RY,51.4433478,-0.1460333
2273,2273,Streathbourne Road,2000000,House,2680,6,6,6,,London,SW17 8RA,51.4354273,-0.1524399
2274,2274,Rydal Road,750000,Flat / Apartment,1019,2,2,2,,London,SW16 1QF,51.4277281,-0.1364376
2275,2275,Ontario Tower,1450000,Flat / Apartment,1849,2,2,2,4 Fairmont Avenue,London,E14 9JD,51.5069806,-0.004708899999999999
2276,2276,South Quay  Plaza,1300000,New development,1203,3,3,3,Canary Wharf,London,E14 9SH,51.5005473,-0.0172372
2277,2277,Hammersmith Grove,800000,Flat / Apartment,833,2,2,2,,London,W6 0NJ,51.498968,-0.2280918
2278,2278,Rivermead,1100000,House,1822,4,4,4,East Molesey,Surrey,KT8 9AZ,51.4086226,-0.3605523
2279,2279,Ashley Park Avenue,2795000,House,4704,4,4,4,Walton-on-Thames,Surrey,KT12 1ET,51.3818498,-0.4220229
2280,2280,Grafton Square,2000000,House,2226,4,4,4,,London,SW4 0DB,51.4638473,-0.1389692
