,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon
1842,1842,Mount Park Road,2000000,House,2593,4,4,4,Harrow On The Hill,Middlesex,HA1 3LD,51.56471939999999,-0.3462871
1843,1843,Bushberry Road,950000,House,1298,4,4,4,,London,E9 5SX,51.5461598,-0.0349411
1844,1844,Wilmington House,500000,Flat / Apartment,572,1,1,1, Highbury,London,N5 1RX,51.5498719,-0.1041894
1845,1845,Garnet Street,1200000,House,1125,3,3,3,,London,E1W 3QS,51.5062746,-0.0541956
1846,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA,51.5237332,-0.06965439999999999
1847,1847,Geraldine Road,1350000,House,1873,5,5,5,Wandsworth,London,SW18 2NR,51.4567415,-0.1847734
1848,1848,Furlong Road,1899950,House,1250,3,3,3,,London,N7 8LS,51.5473765,-0.1072499
1849,1849,Morpeth Mansions,2100000,Flat / Apartment,1556,4,4,4,Morpeth Terrace,London,SW1P 1ET,51.4945574,-0.1395489
1850,1850,Lord North Street,3900000,House,2139,3,3,3,,London,SW1P 3LD,51.496575,-0.1273216
1851,1851,No.1 Grosvenor Square,39750000,New development,5623,5,5,5,Mayfair,London,W1K 4AB,51.5116707,-0.14979
1852,1852,No.1 Grosvenor Square,14250000,New development,2415,3,3,3,Mayfair,London,W1K 4AB,51.5116707,-0.14979
1853,1853,Montpelier Road,1300000,Flat / Apartment,1986,3,3,3,,London,W5 2QS,51.5221273,-0.3056525
1854,1854,Greencoat Place,730000,Flat / Apartment,693,2,2,2,Westminster,London,SW1P 1AB,51.4960702,-0.1357127
1855,1855,Auriol Road,409950,Flat / Apartment,463,1,1,1,,London,W14 0SR,51.493341,-0.2122476
1856,1856,Allfarthing Lane,735000,Flat / Apartment,983,3,3,3,Wandsworth,London,SW18 2PG,51.4537191,-0.1835547
1857,1857,Provost Street,495000,Flat / Apartment,499,1,1,1,Old Street,London,N1 7NB,51.52941000000001,-0.08900759999999999
1858,1858,City Lofts,875000,Flat / Apartment,898,1,1,1, Shoreditch,London,EC2A 4LE,51.52537,-0.08446279999999999
1859,1859,Randolph Avenue,1250000,Flat / Apartment,913,2,2,2,,London,W9 1DJ,51.5304819,-0.1871329
1860,1860,Marlborough,700000,Flat / Apartment,870,2,2,2,Maida Vale,London,W9 1RW,51.5299899,-0.1826542
1861,1861,No.1 Grosvenor,8250000,New development,1455,2,2,2,Mayfair,London,W1K 4AB,51.5116707,-0.14979
1862,1862,Southgate Road,835000,Flat / Apartment,878,2,2,2,,London,N1 3JZ,51.5428292,-0.0847388
1863,1863,Orsman Road,800000,New development,920,3,3,3,Hackney,London,N1 5QJ,51.53647669999999,-0.0801173
1864,1864,York Avenue,1950000,House,2006,5,5,5,,London,SW14 7LG,51.4589608,-0.2697311
1865,1865,Globe Road,725000,House,904,3,3,3,,London,E1 4DY,51.5238124,-0.0483733
1866,1866,Orchard Building,900000,Flat / Apartment,802,2,2,2, Clerkenwell,London,EC1V 3AP,51.5255804,-0.0979332
1867,1867,Park Lane,800000,Flat / Apartment,532,1,1,1,Mayfair,London,W1K 7AF,51.51170519999999,-0.1571242
1868,1868,Rusthall Avenue,2550000,House,2679,5,5,5,Chiswick,London,W4 1BW,51.4969094,-0.2617975
1869,1869,The Drive,1400000,Bungalow,2921,4,4,4, Uxbridge,Middlesex,UB10 8AF,51.5611952,-0.4702837
1870,1870,Shirland Road,675000,Flat / Apartment,676,1,1,1,Maida Vale,London,W9 2BT,51.527116,-0.1957148
1871,1871,Herndon Road,725000,Flat / Apartment,875,2,2,2,,London,SW18 2DQ,51.4567979,-0.1866713
1872,1872,Sir John Lyon House,3950000,Flat / Apartment,2780,3,3,3,8 High Timber Street,London,EC4V 3PA,51.5105867,-0.0966557
1873,1873,Montrose Gardens,4750000,House,8590,7,7,7,Oxshott,Surrey,KT22 0UU,51.3391547,-0.3522189
1874,1874,Grosvenor Road,2250000,House,2736,5,5,5,Chiswick,London,W4 4EH,51.4894674,-0.2705792
1875,1875,Leys Road,4300000,House,9623,7,7,7,Oxshott,Surrey,KT22 0QE,51.3375391,-0.351157
1876,1876,Huron Road,2550000,House,3753,7,7,7,,London,SW17 8RD,51.4357906,-0.1520944
1877,1877,Herondale Avenue,5500000,House,4292,6,6,6,Wandsworth,London,SW18 3JN,51.4436536,-0.1741254
1878,1878,Victoria Rise,435000,Flat / Apartment,465,1,1,1,,London,SW4 0PF,51.4655351,-0.1490219
1879,1879,Stapleton Hall Road,499950,Flat / Apartment,666,1,1,1,,London,N4 4QA,51.5744548,-0.1107005
1880,1880,Denton Road,1800000,House,2098,4,4,4,,Twickenham,TW1 2TN,51.4537635,-0.3061122
1881,1881,Gunmakers Lane,435000,Flat / Apartment,506,1,1,1,,London,E3 5GG,51.53561089999999,-0.0343718
1882,1882,Rochester Row,995000,Flat / Apartment,747,2,2,2,Westminster,London,SW1P 1LQ,51.4937481,-0.1367151
1883,1883,Highstone House,1550000,Flat / Apartment,1315,3,3,3,21 Highbury Crescent,London,N5 1RX,51.5498719,-0.1041894
1884,1884,Vincent Square,3600000,House,2600,4,4,4,,London,SW1P 2NP,51.4921278,-0.1354847
1885,1885,Elsham Road,750000,Flat / Apartment,709,2,2,2,,London,W14 8HB,51.5018921,-0.213368
1886,1886,Cambridge Street,680000,Flat / Apartment,581,2,2,2,Pimlico,London,SW1V 4QE,51.4881891,-0.1400243
1887,1887,Roden Street,1395000,House,1428,5,5,5,Holloway,London,N7 6QJ,51.5581484,-0.1155451
1888,1888,Bolanachi Building,575000,Flat / Apartment,745,2,2,2,Enid Street,London,SE16 3EX,51.4962717,-0.07088749999999999
1889,1889,Barham Road,2675000,House,3595,5,5,5,Wimbledon,London,SW20 0ET,51.4183013,-0.2458679
1890,1890,Shepherdess Walk,2200000,Flat / Apartment,2288,3,3,3,Old Street,London,N1 7LB,51.5293647,-0.0917489
1891,1891,Wellington Close,2300000,House,1447,2,2,2,,London,W11 2AN,51.5151455,-0.1985518
1892,1892,Kenilworth Gardens,520000,House,1162,4,4,4,,London,SE18 3JB,51.4680425,0.0663594
1893,1893,Hillbrook Road,875000,House,1140,4,4,4,,London,SW17 8SF,51.4322542,-0.1599628
1894,1894,Television Centre,740000,Penthouse,579,1,1,1,101 Wood Lane,London,W12 7FS,51.5103516,-0.2262376
1895,1895,Phoenix Way,525000,Flat / Apartment,699,2,2,2,,London,SW18 2PW,51.4587735,-0.1818426
1896,1896,Brunswick Gardens,9500000,House,4454,5,5,5,,London,W8 4AJ,51.5058871,-0.1929659
1897,1897,Wood Crescent,1250000,Flat / Apartment,897,2,2,2,,London,W12 7GP,51.510468,-0.2267951
1898,1898,Graveney Road,795000,House,1236,3,3,3,,London,SW17 0EQ,51.4296562,-0.1692166
1899,1899,Philbeach Gardens,935000,Flat / Apartment,683,2,2,2,,London,SW5 9DY,51.490266,-0.1975884
1900,1900,Chiswick Village,535000,Flat / Apartment,678,2,2,2,,London,W4 3DF,51.4879374,-0.2784441
1901,1901,Sulgrave Road,1995000,House,2055,4,4,4,,London,W6 7QH,51.5004041,-0.225529
1902,1902,Coleraine Road,1800000,House,2996,5,5,5,Blackheath,London,SE3 7PQ,51.4824711,0.0144553
1903,1903,Wellfield Road,750000,House,1030,3,3,3,,London,SW16 2BY,51.4283599,-0.1219402
1904,1904,17 Lillie Square,1430000,New development,905,2,2,2, Earls Court,London,SW6 1UE,51.4862657,-0.1982647
1905,1905,Claremont Square,1500000,Flat / Apartment,1197,2,2,2,,London,N1 9LS,51.5312431,-0.1094477
1906,1906,Leppoc Road,1890000,House,2408,5,5,5,,London,SW4 9LT,51.4564034,-0.1351406
1907,1907,Walsingham,1990000,Flat / Apartment,1364,3,3,3,St. Johns Wood Park,London,NW8 6RG,51.53873979999999,-0.1733938
1908,1908,Battersea Park Road,825000,Flat / Apartment,1109,2,2,2,,London,SW11 4ND,51.47367449999999,-0.1605149
1909,1909,Samford House,525000,Flat / Apartment,779,4,4,4,Charlotte Terrace,London,N1 0JF,51.5358191,-0.1121563
1910,1910,Buckston Browne Gardens,1900000,House,4558,5,5,5, Orpington,Kent,BR6 7FF,51.3310097,0.04942800000000001
1911,1911,Leathwaite Road,725000,Flat / Apartment,635,2,2,2,,London,SW11 1XQ,51.46008940000001,-0.1624139
1912,1912,Telfords Yard,900000,Flat / Apartment,1436,2,2,2,,London,E1W 2BS,51.5089508,-0.06484659999999999
1913,1913,Belgrave Road,3995000,House,4642,6,6,6,Pimlico,London,SW1V 2BQ,51.4899803,-0.1367247
1914,1914,Dalby Road,1100000,House,1420,3,3,3, Wandsworth,London1500,SW18 1AW,51.4606124,-0.1856132
1915,1915,Deerings Drive,975000,House,1448,4,4,4,Pinner,Middlesex,HA5 2NZ,51.5869047,-0.407466
1916,1916,Astonville Street,1225000,House,1495,4,4,4,Southfields,London,SW18 5AG,51.4411783,-0.1983987
1917,1917,Upper Halliford Road,325000,Flat / Apartment,601,2,2,2,Shepperton,Middlesex,TW17 8SH,51.403692,-0.4326724
1918,1918,Earlsfield Road,1175000,House,2259,5,5,5,Wandsworth,London,SW18 3DY,51.4453087,-0.1863205
1919,1919,City Road,500000,Flat / Apartment,551,1,1,1,Shoreditch,London,EC1V 1AG,51.529939,-0.09554549999999999
1920,1920,Wilton Place,6600000,House,3388,5,5,5,,London,SW1X 8RH,51.5018817,-0.1569011
1921,1921,Hillbrow,850000,Flat / Apartment,1239,3,3,3, Richmond,Surrey,TW10 6BH,51.4545113,-0.2993771
1922,1922,Church Road,3950000,House,4629,6,6,6, Richmond,Surrey,TW10 5HG,51.4307634,-0.2994537
1923,1923,Regents Park Road,1750000,Flat / Apartment,1677,2,2,2,Primrose Hill,London,NW1 7SX,51.53852970000001,-0.1542233
1924,1924,Spencer Road,1950000,House,2797,6,6,6,East Molesey,Surrey,KT8 0SP,51.3988654,-0.355424
1925,1925,York Mansions,2100000,Flat / Apartment,1550,3,3,3,Prince of Wales Drive,London,SW11 4BN,51.4761947,-0.1526517
1926,1926,Overstrand Mansions,1685000,Flat / Apartment,1318,2,2,2,Prince of Wales Drive,London,SW11 4EU,51.4746825,-0.1594232
1927,1927,Candlemakers Apartments,550000,Flat / Apartment,759,1,1,1, Battersea,London,SW11 3RS,51.4674378,-0.1792235
1928,1928,Bond Mansions (Phase 2a),690000,New development,633,1,1,1,,Wornington Road,W10 5RZ,51.5218137,-0.2094312
1929,1929,Bond Mansions (Phase 2a),685000,New development,594,1,1,1,,Wornington Road,W10 5RZ,51.5218137,-0.2094312
1930,1930,Bond Mansions (Phase 2a),765000,New development,733,2,2,2,,Wornington Road,W10 5RZ,51.5218137,-0.2094312
1931,1931,Cavendish Road,435000,Flat / Apartment,412,1,1,1,,London,SW12 0BH,51.4535523,-0.1441807
1932,1932,Cavendish Road,435000,Flat / Apartment,420,1,1,1,,London,SW12 0BH,51.4535523,-0.1441807
1933,1933,Bond Mansions (Phase 2a),825000,New development,775,2,2,2,,Wornington Road,W10 5RZ,51.5218137,-0.2094312
1934,1934,Gowing House,1150000,New development,1206,3,3,3, Wandsworth,London,SW18 1SZ,51.45775709999999,-0.1934708
1935,1935,Bond Mansions,710000,New development,830,1,1,1,,Wornington Road,W10 5RZ,51.5218137,-0.2094312
1936,1936,Avenue Close,1695000,Flat / Apartment,1168,2,2,2,Avenue Road,London,NW8 6DA,51.5370785,-0.164895
1937,1937,Provost Street,500000,Flat / Apartment,508,1,1,1,Shoreditch,London,N1 7NB,51.52941000000001,-0.08900759999999999
1938,1938,Cavendish Road,850000,Flat / Apartment,907,3,3,3,,London,SW12 0BH,51.4535523,-0.1441807
1939,1939,The Listed Building,970000,Flat / Apartment,1350,2,2,2,350 The Highway,London,E1W 3HU,51.50995640000001,-0.0452333
1940,1940,Highbury Hill,1650000,House,1642,4,4,4,,London,N5 1AU,51.5575386,-0.1050536
1941,1941,Reynolds House,475000,Flat / Apartment,663,2,2,2,Approach Road,London,E2 9JR,51.5328723,-0.05026369999999999
1942,1942,Trouville Road,1050000,Flat / Apartment,1050,2,2,2,,London,SW4 8QL,51.45149130000001,-0.1401047
1943,1943,Clancarty Road,1750000,House,1770,4,4,4,,London,SW6 3AH,51.4714638,-0.1930016
1944,1944,Pembridge Road,750000,Flat / Apartment,477,1,1,1,,London,W11 3HN,51.5102501,-0.1971597
1945,1945,Kensington House,650000,Flat / Apartment,1162,2,2,2, Woodford Green,Essex,IG8 8RJ,51.6033576,0.0699123
1946,1946,Belsize Avenue,580000,Flat / Apartment,607,1,1,1,,London,NW3 4BL,51.5494535,-0.1701519
1947,1947,17 Lillie Square,1680000,New development,1100,2,2,2, Earls Court,London,SW6 1UE,51.4862657,-0.1982647
1948,1948,Turner House,1250000,Flat / Apartment,802,1,1,1, Covent Garden,London,WC2R 0PP,51.5102814,-0.1234736
1949,1949,Pierhead Lock,700000,Flat / Apartment,1387,4,4,4, Canary Wharf,London,E14 3FD,51.5002107,-0.0085204
1950,1950,Barmouth Road,799999,Flat / Apartment,1283,2,2,2,Wandsworth,London,SW18 2DN,51.4528375,-0.184698
1951,1951,Margil House,825000,Flat / Apartment,1175,3,3,3,Singapore Road,London,W13 0FD,51.51095979999999,-0.3257816
1952,1952,Television Centre,1050000,Flat / Apartment,953,2,2,2,101 Wood Lane,London,W12 7FT,51.5103516,-0.2262376
1953,1953,St. Ann's Crescent,575000,Flat / Apartment,720,2,2,2,,London,SW18 2LR,51.4542182,-0.1861689
1954,1954,Eamont Court,725000,Flat / Apartment,617,2,2,2, St Johns Wood,London,NW8 7DW,51.5344979,-0.1660658
1955,1955,Hampton Court Way,1000000,House,1827,4,4,4,,Thames Ditton,KT7 0LT,51.3864643,-0.3471152
1956,1956,Lanson Building,525000,Flat / Apartment,472,1,1,1,348 Queenstown Road,London,SW11 8QN,51.4809649,-0.1485117
1957,1957,Hepworth Court,1600000,Flat / Apartment,1019,3,3,3,30 Gatliff Road,London,SW1W 8QP,51.4870557,-0.1496635
1958,1958,Quarry Road,1550000,House,2326,5,5,5,Wandsworth,London,SW18 2QH,51.454721,-0.181471
1959,1959,Barmouth Road,750000,Flat / Apartment,1176,3,3,3,Wandsworth,London,SW18 2DT,51.4523404,-0.1839548
1960,1960,Baxendale Street,950000,House,987,2,2,2,Shoreditch,London,E2 7BY,51.5299908,-0.0673999
1961,1961,Redesdale Street,4250000,House,2223,4,4,4,,London,SW3 4BL,51.48647889999999,-0.1644651
1962,1962,Oxford Road,710000,Flat / Apartment,730,2,2,2,Putney,London,SW15 2LF,51.4627828,-0.2115846
1963,1963,Ravenswood Park,1100000,House,2007,4,4,4,Northwood,Middlesex,HA6 3PR,51.6136473,-0.410704
1964,1964,Davenham Avenue,1600000,House,2914,4,4,4,Northwood,Middlesex,HA6 3HW,51.61935020000001,-0.4181463
1965,1965,Chiltern Place,12950000,New development,2840,2,2,2, Marylebone,London,W1U 4EJ,51.520399,-0.155274
1966,1966,Grosvenor Avenue,749950,Flat / Apartment,1053,3,3,3,Highbury,London,N5 2NP,51.5492517,-0.0887097
1967,1967,Devonshire Road,899950,House,1344,5,5,5,,London,W5 4TR,51.5009131,-0.312448
1968,1968,Barwell Court Farmhouse,699950,House,1410,3,3,3, Chessington,Surrey,KT9 2LZ,51.3551694,-0.3205356
1969,1969,Hugero Point,399995,Flat / Apartment,569,1,1,1, Greenwich,London,SE10 0GS,51.4943258,0.0179895
1970,1970,Ionian Building,525000,Flat / Apartment,814,1,1,1,45 Narrow Street,London,E14 8DW,51.510319,-0.039482
1971,1971,Palladian Gardens,2500000,New development,2967,5,5,5,Chiswick,London,W4 2ER,51.4864247,-0.2551817
1972,1972,Vanilla & Sesame Court,950000,Flat / Apartment,698,2,2,2,Curlew Street,London,SE1 2NP,51.5028844,-0.0732594
1973,1973,George Road,1750000,New development,2553,5,5,5,Kingston Upon Thames,Surrey,KT2 7NR,51.4192865,-0.2771124
1974,1974,Lysia Street,1225000,House,1510,4,4,4,Fulham,London,SW6 6NE,51.4804105,-0.2217688
1975,1975,Stormont Road,700000,Flat / Apartment,678,2,2,2,,London,SW11 5EJ,51.462715,-0.1555278
1976,1976,17 Lillie Square,2170000,New development,1081,3,3,3, Earls Court,London,SW6 1UE,51.4862657,-0.1982647
1977,1977,Cholmondeley Walk,3250000,House,3410,3,3,3,Richmond,Surrey,TW9 1NS,51.459367,-0.309302
1978,1978,Talisman Tower,630000,Flat / Apartment,709,2,2,2, Canary Wharf,London,E14 9BU,51.4987259,-0.0196071
1979,1979,St Paul Street,1600000,House,1565,3,3,3,Islington,London,N1 7AH,51.5371296,-0.0925631
1980,1980,Balcorne Street,475000,Flat / Apartment,626,2,2,2,South Hackney,London,E9 7AU,51.5399952,-0.0481423
1981,1981,Ormond Road,1025000,Flat / Apartment,992,3,3,3,Richmond,Surrey,TW10 6TH,51.4584948,-0.3043249
1982,1982,Fulham Road,500000,Flat / Apartment,481,1,1,1,,London,SW6 5SA,51.474706,-0.2067984
1983,1983,Cleveland Street,550000,Flat / Apartment,358,1,1,1,Fitzrovia,London,W1T 6NU,51.522887,-0.1414068
1984,1984,Ferry Road,4350000,House,4862,6,6,6,Barnes,London,SW13 9PR,51.4787231,-0.2410744
1985,1985,Greenhill Court,575000,Flat / Apartment,997,2,2,2, Northwood,Middlesex,HA6 2BD,51.612424,-0.4267208
1986,1986,Orchard Rise,2650000,House,3009,5,5,5,Richmond,Surrey,TW10 5BX,51.4625267,-0.2804653
1987,1987,Addison Gardens,775000,Flat / Apartment,1173,1,1,1,,London,W14 0DS,51.500027,-0.2196364
1988,1988,Wadham Road,1345000,House,1909,4,4,4,Putney,London,SW15 2LS,51.4618163,-0.2095349
1989,1989,Carmalt Gardens,2250000,House,2978,5,5,5,Putney,London,SW15 6NE,51.46193969999999,-0.2241565
1990,1990,Falcon Wharf,500000,Flat / Apartment,752,1,1,1, Battersea,London,SW11 3RY,51.4703227,-0.1779568
1991,1991,Parliament View Apartments,1600000,Flat / Apartment,1192,2,2,2,Lambeth,London,SE1 7XQ,51.4940102,-0.1204542
1992,1992,Drapers Yard,515000,Flat / Apartment,578,1,1,1,Wandsworth,London,SW18 1SF,51.457473,-0.1931222
1993,1993,East Hill,495000,Flat / Apartment,693,1,1,1,,London,SW18 2HQ,51.458558,-0.1836073
1994,1994,Coborn Road,1485000,House,1541,4,4,4,Bow,London,E3 2DA,51.5272498,-0.0302051
1995,1995,Park Village East,3650000,House,2034,4,4,4,Regent's Park,London,NW1 7PZ,51.5340427,-0.1439801
1996,1996,Haberdasher Street,825000,Penthouse,896,3,3,3,,London,N1 6EJ,51.5291169,-0.0848244
1997,1997,Melrose Road,630000,House,1596,4,4,4,Coulsdon,Surrey,CR5 3JH,51.3208923,-0.1534435
1998,1998,Elspeth Road,675000,Flat / Apartment,1021,3,3,3,,London,SW11 1DS,51.4633945,-0.1609999
1999,1999,Knightsbridge,17950000,New development,5880,5,5,5,,London,SW3 2AH,51.4968051,-0.1663553
2000,2000,Clephane Road,699950,Flat / Apartment,976,3,3,3,Canonbury,London,N1 2FT,51.5443443,-0.0899682
2001,2001,Thorpe Hall Mansions,600000,Flat / Apartment,854,3,3,3,Eaton Rise,London,W5 2HB,51.5219302,-0.3063229
2002,2002,Aragon Avenue,900000,House,1363,4,4,4,Thames Ditton,Surrey,KT7 0PY,51.3966601,-0.3368007
2003,2003,Woodbourne Drive,1195000,House,2149,4,4,4, Esher,Surrey,KT10 0DR,51.3632669,-0.340379
2004,2004,Des Barres Court,395000,Penthouse,594,1,1,1, Greenwich,London,SE10 0GY,51.4935659,0.018777
2005,2005,Landmark East Tower,795000,Flat / Apartment,862,2,2,2,24 Marsh Wall,London,E14 9DB,51.502014,-0.0247381
2006,2006,Argyll Mansions,1350000,Flat / Apartment,1768,3,3,3,Bishops King Road,London,W14 8QQ,51.4952268,-0.2103009
2007,2007,Benbow House,3600000,Flat / Apartment,2147,3,3,3,24 New Globe Walk,London,SE1 9DS,51.5080477,-0.09591129999999999
2008,2008,Fernshaw Mansions,1599950,Flat / Apartment,1111,3,3,3,Fernshaw Road,London,SW10 0TD,51.48295479999999,-0.1835893
2009,2009,The Tower,1850000,Flat / Apartment,1176,2,2,2,1 St. George Wharf,London,SW8 2DU,51.4850661,-0.1279949
2010,2010,Weldin Mews,875000,House,1211,3,3,3,Putney,London,SW18 1FT,51.4563792,-0.2003626
2011,2011,Portman Avenue,1350000,House,1830,5,5,5,,London,SW14 8NX,51.4657917,-0.2634117
2012,2012,Bolingbroke Grove,625000,Flat / Apartment,760,2,2,2,,London,SW11 6HB,51.45558680000001,-0.1683379
2013,2013,North Side Wandsworth Common,5500000,House,4273,6,6,6,,London,SW18 2SU,51.4582121,-0.1763804
2014,2014,Chiswick Wharf,1595000,House,1643,5,5,5,Chiswick,London,W4 2SR,51.4853079,-0.2502408
2015,2015,Pembridge Villas,4750000,House,2979,4,4,4,,London,W11 3EN,51.5143384,-0.1957732
2016,2016,Whittingstall Road,675000,Flat / Apartment,638,1,1,1,Fulham,London,SW6 4EA,51.475361,-0.2037631
2017,2017,Noel Road,900000,Flat / Apartment,822,2,2,2,Islington,London,N1 8HD,51.5332087,-0.0980909
2018,2018,Buckland Crescent,6450000,House,5288,6,6,6,Belsize Park,London,NW3 5DX,51.5457346,-0.173301
2019,2019,Chantry Street,1600000,House,1195,2,2,2,Islington,London,N1 8NL,51.5360723,-0.0994422
2020,2020,Curzon Street,3750000,Flat / Apartment,1358,2,2,2,Mayfair,London,W1J 5HG,51.5073321,-0.1466803
2021,2021,Banister House,465000,Flat / Apartment,730,2,2,2,Homerton High Street,London,E9 6BH,51.548616,-0.0463311
2022,2022,North Street,850000,Flat / Apartment,842,2,2,2,,London,SW4 0HQ,51.46693620000001,-0.1432205
2023,2023,Baronsmead Road,3250000,House,3179,6,6,6,Barnes,London,SW13 9RR,51.47733359999999,-0.2401629
2024,2024,Tower View Apartments,1500000,Flat / Apartment,1200,2,2,2,84 St. Katharines Way,London,E1W 1BE,51.5051596,-0.0699788
2025,2025,Old School Square,450000,Flat / Apartment,717,2,2,2,Canary Wharf,London,E14 7DJ,51.51353030000001,-0.0255944
2026,2026,Ashley Gardens,2375000,Flat / Apartment,2123,3,3,3,Emery Hill Street,London,SW1P 1PD,51.495105,-0.1372216
2027,2027,Broom Close,1550000,House,3065,4,4,4,Esher,Surrey,KT10 9ET,51.3667555,-0.3646321
2028,2028,Elers Road,1780000,House,2264,5,5,5,Ealing,London,W13 9QB,51.5043307,-0.3137338
2029,2029,Mortimer Road,775000,Flat / Apartment,729,2,2,2,De Beauvoir,London,N1 4LA,51.54308,-0.0786423
2030,2030,Palace Mansions,1450000,Flat / Apartment,1700,4,4,4,Earsby Street,London,W14 8QW,51.4953381,-0.2099364
2031,2031,Wendon Street,425000,Flat / Apartment,563,1,1,1,Bow,London,E3 2JR,51.5361803,-0.0265029
2032,2032,Cheyne Walk,2250000,Flat / Apartment,1171,2,2,2,,London,SW3 5LX,51.4831475,-0.1705328
2033,2033,Hyde Park Gardens,4250000,Penthouse,1946,4,4,4,,London,W2 2LU,51.51276799999999,-0.1710177
2034,2034,Byfeld Gardens,2000000,House,2009,4,4,4,Barnes,London,SW13 9HP,51.4759417,-0.2408932999999999
2035,2035,Severnake Close,800000,House,1260,4,4,4,Canary Wharf,London,E14 9WE,51.4928136,-0.0231049
2036,2036,Harrowgate Road,900000,House,1275,3,3,3,Homerton,London,E9 5EB,51.54270169999999,-0.0394888
2037,2037,Glebe Place,6950000,House,3774,5,5,5,,London,SW3 5JB,51.4858971,-0.1698178
2038,2038,Borneo Street,779000,Flat / Apartment,832,2,2,2,Putney,London,SW15 1QQ,51.4659755,-0.2234383
2039,2039,Dyers Lane,945000,House,1146,2,2,2,Putney,London,SW15 6JR,51.4646305,-0.2332228
2040,2040,Cygnet Close,1295000,House,2055,4,4,4,Northwood,Middlesex,HA6 2TA,51.6128851,-0.4397327
2041,2041,Aristotle Road,599999,Flat / Apartment,821,2,2,2,,London,SW4 7UZ,51.4633548,-0.1306249
2042,2042,Northcote Road,550000,Flat / Apartment,630,2,2,2,,London,SW11 6QB,51.4553829,-0.1645028
2043,2043,Vardens Road,700000,Flat / Apartment,680,2,2,2,,London,SW11 1RQ,51.46007549999999,-0.17419
2044,2044,Waterloo Terrace,1850000,House,1512,3,3,3,Islington,London,N1 1TQ,51.5405362,-0.1041016
2045,2045,Ember Lane,1299995,House,2394,5,5,5,Esher,Surrey,KT10 8EF,51.38559919999999,-0.3552952
2046,2046,Palace Road,2850000,House,5116,6,6,6,East Molesey,Surrey,KT8 9DW,51.40406369999999,-0.3516145
2047,2047,Sheen Common Drive,2650000,House,2942,6,6,6,Richmond,Surrey,TW10 5BW,51.4614684,-0.281268
2048,2048,Vicary House,795000,New development,541,1,1,1,24 Bartholomew Close,London,EC1A 7BB,51.5181543,-0.0986031
2049,2049,47 Pilot Walk,995000,Penthouse,1485,3,3,3,Greenwich,London,SE10 0NW,51.496789,0.0107076
2050,2050,The Chase,2850000,House,5380,6,6,6, Tadworth,Surrey,KT20 6HZ,51.2931983,-0.2004092
2051,2051,Saltram Crescent,750000,Flat / Apartment,1043,3,3,3,,London,W9 3JS,51.53048709999999,-0.1985658
2052,2052,Langroyd Road,900000,House,1207,3,3,3,,London,SW17 7PL,51.43751880000001,-0.163075
2053,2053,Leighton House,875000,Flat / Apartment,922,3,3,3,John Islip Street,London,SW1P 4EA,51.49093860000001,-0.1296991
2054,2054,Tennyson Road,775000,House,1201,3,3,3,,London,SW19 8SH,51.42391689999999,-0.1870379
2055,2055,Port East Apartments,565000,Flat / Apartment,653,1,1,1, Canary Wharf,London,E14 4AX,51.5075178,-0.0226121
2056,2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ,51.527447,-0.0882969
2057,2057,City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ,51.527447,-0.0882969
2058,2058,Hillgate Place,3075000,House,1477,3,3,3,,London,W8 7ST,51.507766,-0.1981945
2059,2059,Albert Mews,1250000,House,1877,4,4,4,Canary Wharf,London,E14 8EH,51.5097058,-0.0356172
2060,2060,Newman Street,895000,Flat / Apartment,601,1,1,1,Fitzrovia,London,W1T 1PN,51.5179014,-0.1355128
2061,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR,51.52633789999999,-0.08811279999999999
2062,2062,Priory Lane,699950,House,1226,3,3,3,West Molesey,Surrey,KT8 2PS,51.40005009999999,-0.3687659
2063,2063,Dartmouth Park Road,850000,Flat / Apartment,1382,3,3,3,Dartmouth Park,London,NW5 1SX,51.5587593,-0.1448492
2064,2064,Battersea Church Road,725000,Flat / Apartment,872,2,2,2,Battersea,London,SW11 3LY,51.4782945,-0.1718789
2065,2065,Mapleton Crescent,345000,Flat / Apartment,433,1,1,1,Wandsworth,London,SW18 4GY,51.453812,-0.1930652
2066,2066,Oxhey Road,950000,House,1896,4,4,4,Oxhey,Watford,WD19 4QQ,51.6411141,-0.3892207
2067,2067,Venice Lodge,1700000,Penthouse,1378,3,3,3,Maida Vale,London,W9 1SD,51.5260764,-0.1790619
2068,2068,Stratford Road,1550000,Flat / Apartment,958,3,3,3,,London,W8 6QA,51.49624799999999,-0.194788
2069,2069,Imperial Court,1350000,Flat / Apartment,1428,3,3,3,4-10 Lexham Gardens,London,W8 5JH,51.49511589999999,-0.1896032
2070,2070,Highbury Place,999950,Flat / Apartment,726,2,2,2,Highbury,London,N5 1QZ,51.5471563,-0.1025283
2071,2071,Cross Street,3300000,House,2640,5,5,5,Islington,London,N1 2BH,51.5388268,-0.1001638
